report_week,reference_week,ach_region,sex,counts
2023-08-21,2023-07-10,Better Health Together,Male,98
2023-08-21,2023-07-10,Cascade Pacific Action Alliance,Female,102
2023-08-21,2023-07-10,Cascade Pacific Action Alliance,Male,112
2023-08-21,2023-07-10,Elevate Health,Female,158
2023-08-21,2023-07-10,Elevate Health,Male,167
2023-08-21,2023-07-10,Greater Columbia ACH,Female,140
2023-08-21,2023-07-10,Greater Columbia ACH,Male,137
2023-08-21,2023-07-10,HealthierHere,Female,383
2023-08-21,2023-07-10,HealthierHere,Male,369
2023-08-21,2023-07-10,North Central ACH,Female,45
2023-08-21,2023-07-10,North Central ACH,Male,52
2023-08-21,2023-07-10,North Sound ACH,Female,218
2023-08-21,2023-07-10,North Sound ACH,Male,232
2023-08-21,2023-07-10,Olympic Community of Health,Female,63
2023-08-21,2023-07-10,Olympic Community of Health,Male,66
2023-08-21,2023-07-10,SWACH,Female,94
2023-08-21,2023-07-10,SWACH,Male,91
2023-08-21,2023-07-17,Better Health Together,Female,92
2023-08-21,2023-07-17,Better Health Together,Male,96
2023-08-21,2023-07-17,Cascade Pacific Action Alliance,Female,108
2023-08-21,2023-07-17,Cascade Pacific Action Alliance,Male,110
2023-08-21,2023-07-17,Elevate Health,Female,160
2023-08-21,2023-07-17,Elevate Health,Male,137
2023-08-21,2023-07-17,Greater Columbia ACH,Female,119
2023-08-21,2023-07-17,Greater Columbia ACH,Male,103
2023-08-21,2023-07-17,HealthierHere,Female,377
2023-08-21,2023-07-17,HealthierHere,Male,373
2023-08-21,2023-07-17,North Central ACH,Female,41
2023-08-21,2023-07-17,North Central ACH,Male,44
2023-08-21,2023-07-17,North Sound ACH,Female,198
2023-08-21,2023-07-17,North Sound ACH,Male,216
2023-08-21,2023-07-17,Olympic Community of Health,Female,67
2023-08-21,2023-07-17,Olympic Community of Health,Male,62
2023-08-21,2023-07-17,SWACH,Female,105
2023-08-21,2023-07-17,SWACH,Male,92
2023-08-21,2023-07-24,Better Health Together,Female,103
2023-08-21,2023-07-24,Better Health Together,Male,101
2023-08-21,2023-07-24,Cascade Pacific Action Alliance,Female,101
2023-08-21,2023-07-24,Cascade Pacific Action Alliance,Male,95
2023-08-21,2023-07-24,Elevate Health,Female,147
2023-08-21,2023-07-24,Elevate Health,Male,138
2023-08-21,2023-07-24,Greater Columbia ACH,Female,112
2023-08-21,2023-07-24,Greater Columbia ACH,Male,103
2023-08-21,2023-07-24,HealthierHere,Female,324
2023-08-21,2023-07-24,HealthierHere,Male,378
2023-08-21,2023-07-24,North Central ACH,Female,40
2023-08-21,2023-07-24,North Central ACH,Male,42
2023-08-21,2023-07-24,North Sound ACH,Female,207
2023-08-21,2023-07-24,North Sound ACH,Male,203
2023-08-21,2023-07-24,Olympic Community of Health,Female,59
2023-08-21,2023-07-24,Olympic Community of Health,Male,56
2023-08-21,2023-07-24,SWACH,Female,82
2023-08-21,2023-07-24,SWACH,Male,92
2023-08-21,2023-07-31,Better Health Together,Female,76
2023-08-21,2023-07-31,Better Health Together,Male,87
2023-08-21,2023-07-31,Cascade Pacific Action Alliance,Female,88
2023-08-21,2023-07-31,Cascade Pacific Action Alliance,Male,74
2023-08-21,2023-07-31,Elevate Health,Female,135
2023-08-21,2023-07-31,Elevate Health,Male,116
2023-08-21,2023-07-31,Greater Columbia ACH,Female,108
2023-08-21,2023-07-31,Greater Columbia ACH,Male,81
2023-08-21,2023-07-31,HealthierHere,Female,281
2023-08-21,2023-07-31,HealthierHere,Male,271
2023-08-21,2023-07-31,North Central ACH,Female,39
2023-08-21,2023-07-31,North Central ACH,Male,34
2023-08-21,2023-07-31,North Sound ACH,Female,166
2023-08-21,2023-07-31,North Sound ACH,Male,174
2023-08-21,2023-07-31,Olympic Community of Health,Female,55
2023-08-21,2023-07-31,Olympic Community of Health,Male,51
2023-08-21,2023-07-31,SWACH,Female,76
2023-08-21,2023-07-31,SWACH,Male,73
2023-08-21,2023-08-07,Better Health Together,Female,61
2023-08-21,2023-08-07,Better Health Together,Male,43
2023-08-21,2023-08-07,Cascade Pacific Action Alliance,Female,62
2023-08-21,2023-08-07,Cascade Pacific Action Alliance,Male,50
2023-08-21,2023-08-07,Elevate Health,Female,80
2023-08-21,2023-08-07,Elevate Health,Male,88
2023-08-21,2023-08-07,Greater Columbia ACH,Female,68
2023-08-21,2023-08-07,Greater Columbia ACH,Male,70
2023-08-21,2023-08-07,HealthierHere,Female,204
2023-08-21,2023-08-07,HealthierHere,Male,188
2023-08-21,2023-08-07,North Central ACH,Female,22
2023-08-21,2023-08-07,North Central ACH,Male,17
2023-08-21,2023-08-07,North Sound ACH,Female,131
2023-08-21,2023-08-07,North Sound ACH,Male,104
2023-08-21,2023-08-07,Olympic Community of Health,Female,29
2023-08-21,2023-08-07,Olympic Community of Health,Male,35
2023-08-21,2023-08-07,SWACH,Female,52
2023-08-21,2023-08-07,SWACH,Male,48
2023-08-21,2023-08-14,Better Health Together,Female,25
2023-08-21,2023-08-14,Better Health Together,Male,37
2023-08-21,2023-08-14,Cascade Pacific Action Alliance,Female,28
2023-08-21,2023-08-14,Cascade Pacific Action Alliance,Male,27
2023-08-21,2023-08-14,Elevate Health,Female,36
2023-08-21,2023-08-14,Elevate Health,Male,44
2023-08-21,2023-08-14,Greater Columbia ACH,Female,40
2023-08-21,2023-08-14,Greater Columbia ACH,Male,33
2023-08-21,2023-08-14,HealthierHere,Female,115
2023-08-21,2023-08-14,HealthierHere,Male,119
2023-08-21,2023-08-14,North Central ACH,Female,14
2023-08-21,2023-08-14,North Central ACH,Male,11
2023-08-21,2023-08-14,North Sound ACH,Female,59
2023-08-21,2023-08-14,North Sound ACH,Male,49
2023-08-21,2023-08-14,Olympic Community of Health,Female,25
2023-08-21,2023-08-14,Olympic Community of Health,Male,16
2023-08-21,2023-08-14,SWACH,Female,30
2023-08-21,2023-08-14,SWACH,Male,33
2023-08-21,2023-08-21,Better Health Together,Female,10
2023-08-21,2023-08-21,Better Health Together,Male,7
2023-08-21,2023-08-21,Cascade Pacific Action Alliance,Female,12
2023-08-21,2023-08-21,Cascade Pacific Action Alliance,Male,8
2023-08-21,2023-08-21,Elevate Health,Female,9
2023-08-21,2023-08-21,Elevate Health,Male,15
2023-08-21,2023-08-21,Greater Columbia ACH,Female,12
2023-08-21,2023-08-21,Greater Columbia ACH,Male,10
2023-08-21,2023-08-21,HealthierHere,Female,26
2023-08-21,2023-08-21,HealthierHere,Male,29
2023-08-21,2023-08-21,North Central ACH,Female,6
2023-08-21,2023-08-21,North Central ACH,Male,2
2023-08-21,2023-08-21,North Sound ACH,Female,21
2023-08-21,2023-08-21,North Sound ACH,Male,18
2023-08-21,2023-08-21,Olympic Community of Health,Female,2
2023-08-21,2023-08-21,Olympic Community of Health,Male,6
2023-08-21,2023-08-21,SWACH,Female,8
2023-08-21,2023-08-21,SWACH,Male,7
2023-08-28,2023-06-19,Better Health Together,Female,103
2023-08-28,2023-06-19,Better Health Together,Male,119
2023-08-28,2023-06-19,Cascade Pacific Action Alliance,Female,113
2023-08-28,2023-06-19,Cascade Pacific Action Alliance,Male,119
2023-08-28,2023-06-19,Elevate Health,Female,158
2023-08-28,2023-06-19,Elevate Health,Male,180
2023-08-28,2023-06-19,Greater Columbia ACH,Female,130
2023-08-28,2023-06-19,Greater Columbia ACH,Male,130
2023-08-28,2023-06-19,HealthierHere,Female,392
2023-08-28,2023-06-19,HealthierHere,Male,400
2023-08-28,2023-06-19,North Central ACH,Female,49
2023-08-28,2023-06-19,North Central ACH,Male,43
2023-08-28,2023-06-19,North Sound ACH,Female,222
2023-08-28,2023-06-19,North Sound ACH,Male,216
2023-08-28,2023-06-19,Olympic Community of Health,Female,77
2023-08-28,2023-06-19,Olympic Community of Health,Male,70
2023-08-28,2023-06-19,SWACH,Female,97
2023-08-28,2023-06-19,SWACH,Male,95
2023-08-28,2023-06-26,Better Health Together,Female,109
2023-08-28,2023-06-26,Better Health Together,Male,113
2023-08-28,2023-06-26,Cascade Pacific Action Alliance,Female,119
2023-08-28,2023-06-26,Cascade Pacific Action Alliance,Male,126
2023-08-28,2023-06-26,Elevate Health,Female,160
2023-08-28,2023-06-26,Elevate Health,Male,167
2023-08-28,2023-06-26,Greater Columbia ACH,Female,141
2023-08-28,2023-06-26,Greater Columbia ACH,Male,134
2023-08-28,2023-06-26,HealthierHere,Female,411
2023-08-28,2023-06-26,HealthierHere,Male,389
2023-08-28,2023-06-26,North Central ACH,Female,46
2023-08-28,2023-06-26,North Central ACH,Male,48
2023-08-28,2023-06-26,North Sound ACH,Female,248
2023-08-28,2023-06-26,North Sound ACH,Male,248
2023-08-28,2023-06-26,Olympic Community of Health,Female,67
2023-08-28,2023-06-26,Olympic Community of Health,Male,64
2023-08-28,2023-06-26,SWACH,Female,98
2023-08-28,2023-06-26,SWACH,Male,94
2023-08-28,2023-07-03,Better Health Together,Female,130
2023-08-28,2023-07-03,Better Health Together,Male,109
2023-08-28,2023-07-03,Cascade Pacific Action Alliance,Female,119
2023-08-28,2023-07-03,Cascade Pacific Action Alliance,Male,107
2023-08-28,2023-07-03,Elevate Health,Female,161
2023-08-28,2023-07-03,Elevate Health,Male,142
2023-08-28,2023-07-03,Greater Columbia ACH,Female,137
2023-08-28,2023-07-03,Greater Columbia ACH,Male,144
2023-08-28,2023-07-03,HealthierHere,Female,371
2023-08-28,2023-07-03,HealthierHere,Male,384
2023-08-28,2023-07-03,North Central ACH,Female,45
2023-08-28,2023-07-03,North Central ACH,Male,53
2023-08-28,2023-07-03,North Sound ACH,Female,238
2023-08-28,2023-07-03,North Sound ACH,Male,208
2023-08-28,2023-07-03,Olympic Community of Health,Female,62
2023-08-28,2023-07-03,Olympic Community of Health,Male,70
2023-08-28,2023-07-03,SWACH,Female,107
2023-08-28,2023-07-03,SWACH,Male,92
2023-08-28,2023-07-10,Better Health Together,Female,123
2023-08-28,2023-07-10,Better Health Together,Male,101
2023-08-28,2023-07-10,Cascade Pacific Action Alliance,Female,105
2023-08-28,2023-07-10,Cascade Pacific Action Alliance,Male,117
2023-08-28,2023-07-10,Elevate Health,Female,160
2023-08-28,2023-07-10,Elevate Health,Male,168
2023-08-28,2023-07-10,Greater Columbia ACH,Female,143
2023-08-28,2023-07-10,Greater Columbia ACH,Male,140
2023-08-28,2023-07-10,HealthierHere,Female,390
2023-08-28,2023-07-10,HealthierHere,Male,374
2023-08-28,2023-07-10,North Central ACH,Female,46
2023-08-28,2023-07-10,North Central ACH,Male,52
2023-08-28,2023-07-10,North Sound ACH,Female,222
2023-08-28,2023-07-10,North Sound ACH,Male,234
2023-08-28,2023-07-10,Olympic Community of Health,Female,67
2023-08-28,2023-07-10,Olympic Community of Health,Male,67
2023-08-28,2023-07-10,SWACH,Female,95
2023-08-28,2023-07-10,SWACH,Male,92
2023-08-28,2023-07-17,Better Health Together,Female,98
2023-08-28,2023-07-17,Better Health Together,Male,101
2023-08-28,2023-07-17,Cascade Pacific Action Alliance,Female,113
2023-08-28,2023-07-17,Cascade Pacific Action Alliance,Male,115
2023-08-28,2023-07-17,Elevate Health,Female,162
2023-08-28,2023-07-17,Elevate Health,Male,142
2023-08-28,2023-07-17,Greater Columbia ACH,Female,126
2023-08-28,2023-07-17,Greater Columbia ACH,Male,112
2023-08-28,2023-07-17,HealthierHere,Female,393
2023-08-28,2023-07-17,HealthierHere,Male,388
2023-08-28,2023-07-17,North Central ACH,Female,42
2023-08-28,2023-07-17,North Central ACH,Male,45
2023-08-28,2023-07-17,North Sound ACH,Female,203
2023-08-28,2023-07-17,North Sound ACH,Male,219
2023-08-28,2023-07-17,Olympic Community of Health,Female,69
2023-08-28,2023-07-17,Olympic Community of Health,Male,65
2023-08-28,2023-07-17,SWACH,Female,105
2023-08-28,2023-07-17,SWACH,Male,95
2023-08-28,2023-07-24,Better Health Together,Female,115
2023-08-28,2023-07-24,Better Health Together,Male,109
2023-08-28,2023-07-24,Cascade Pacific Action Alliance,Female,109
2023-08-28,2023-07-24,Cascade Pacific Action Alliance,Male,101
2023-08-28,2023-07-24,Elevate Health,Female,153
2023-08-28,2023-07-24,Elevate Health,Male,152
2023-08-28,2023-07-24,Greater Columbia ACH,Female,118
2023-08-28,2023-07-24,Greater Columbia ACH,Male,111
2023-08-28,2023-07-24,HealthierHere,Female,347
2023-08-28,2023-07-24,HealthierHere,Male,406
2023-08-28,2023-07-24,North Central ACH,Female,47
2023-08-28,2023-07-24,North Central ACH,Male,47
2023-08-28,2023-07-24,North Sound ACH,Female,220
2023-08-28,2023-07-24,North Sound ACH,Male,215
2023-08-28,2023-07-24,Olympic Community of Health,Female,65
2023-08-28,2023-07-24,Olympic Community of Health,Male,58
2023-08-28,2023-07-24,SWACH,Female,92
2023-08-28,2023-07-24,SWACH,Male,99
2023-08-28,2023-07-31,Better Health Together,Female,95
2023-08-28,2023-07-31,Better Health Together,Male,96
2023-08-28,2023-07-31,Cascade Pacific Action Alliance,Female,103
2023-08-28,2023-07-31,Cascade Pacific Action Alliance,Male,85
2023-08-28,2023-07-31,Elevate Health,Female,158
2023-08-28,2023-07-31,Elevate Health,Male,133
2023-08-28,2023-07-31,Greater Columbia ACH,Female,131
2023-08-28,2023-07-31,Greater Columbia ACH,Male,98
2023-08-28,2023-07-31,HealthierHere,Female,334
2023-08-28,2023-07-31,HealthierHere,Male,319
2023-08-28,2023-07-31,North Central ACH,Female,41
2023-08-28,2023-07-31,North Central ACH,Male,41
2023-08-28,2023-07-31,North Sound ACH,Female,191
2023-08-28,2023-07-31,North Sound ACH,Male,209
2023-08-28,2023-07-31,Olympic Community of Health,Female,64
2023-08-28,2023-07-31,Olympic Community of Health,Male,58
2023-08-28,2023-07-31,SWACH,Female,95
2023-08-28,2023-07-31,SWACH,Male,86
2023-08-28,2023-08-07,Better Health Together,Female,83
2023-08-28,2023-08-07,Better Health Together,Male,74
2023-08-28,2023-08-07,Cascade Pacific Action Alliance,Female,86
2023-08-28,2023-08-07,Cascade Pacific Action Alliance,Male,76
2023-08-28,2023-08-07,Elevate Health,Female,104
2023-08-28,2023-08-07,Elevate Health,Male,116
2023-08-28,2023-08-07,Greater Columbia ACH,Female,103
2023-08-28,2023-08-07,Greater Columbia ACH,Male,89
2023-08-28,2023-08-07,HealthierHere,Female,319
2023-08-28,2023-08-07,HealthierHere,Male,275
2023-08-28,2023-08-07,North Central ACH,Female,32
2023-08-28,2023-08-07,North Central ACH,Male,28
2023-08-28,2023-08-07,North Sound ACH,Female,178
2023-08-28,2023-08-07,North Sound ACH,Male,144
2023-08-28,2023-08-07,Olympic Community of Health,Female,48
2023-08-28,2023-08-07,Olympic Community of Health,Male,55
2023-08-28,2023-08-07,SWACH,Female,80
2023-08-28,2023-08-07,SWACH,Male,58
2023-08-28,2023-08-14,Better Health Together,Female,52
2023-08-28,2023-08-14,Better Health Together,Male,64
2023-08-28,2023-08-14,Cascade Pacific Action Alliance,Female,55
2023-08-28,2023-08-14,Cascade Pacific Action Alliance,Male,56
2023-08-28,2023-08-14,Elevate Health,Female,77
2023-08-28,2023-08-14,Elevate Health,Male,78
2023-08-28,2023-08-14,Greater Columbia ACH,Female,64
2023-08-28,2023-08-14,Greater Columbia ACH,Male,60
2023-08-28,2023-08-14,HealthierHere,Female,216
2023-08-28,2023-08-14,HealthierHere,Male,229
2023-08-28,2023-08-14,North Central ACH,Female,22
2023-08-28,2023-08-14,North Central ACH,Male,24
2023-08-28,2023-08-14,North Sound ACH,Female,126
2023-08-28,2023-08-14,North Sound ACH,Male,100
2023-08-28,2023-08-14,Olympic Community of Health,Female,41
2023-08-28,2023-08-14,Olympic Community of Health,Male,29
2023-08-28,2023-08-14,SWACH,Female,59
2023-08-28,2023-08-14,SWACH,Male,60
2023-08-28,2023-08-21,Better Health Together,Female,36
2023-08-28,2023-08-21,Better Health Together,Male,28
2023-08-28,2023-08-21,Cascade Pacific Action Alliance,Female,24
2023-08-28,2023-08-21,Cascade Pacific Action Alliance,Male,27
2023-08-28,2023-08-21,Elevate Health,Female,39
2023-08-28,2023-08-21,Elevate Health,Male,49
2023-08-28,2023-08-21,Greater Columbia ACH,Female,40
2023-08-28,2023-08-21,Greater Columbia ACH,Male,34
2023-08-28,2023-08-21,HealthierHere,Female,118
2023-08-28,2023-08-21,HealthierHere,Male,122
2023-08-28,2023-08-21,North Central ACH,Female,18
2023-08-28,2023-08-21,North Central ACH,Male,17
2023-08-28,2023-08-21,North Sound ACH,Female,65
2023-08-28,2023-08-21,North Sound ACH,Male,49
2023-08-28,2023-08-21,Olympic Community of Health,Female,11
2023-08-28,2023-08-21,Olympic Community of Health,Male,14
2023-08-28,2023-08-21,SWACH,Female,22
2023-08-28,2023-08-21,SWACH,Male,24
2023-08-28,2023-08-28,Better Health Together,Female,4
2023-08-28,2023-08-28,Better Health Together,Male,4
2023-08-28,2023-08-28,Cascade Pacific Action Alliance,Female,7
2023-08-28,2023-08-28,Cascade Pacific Action Alliance,Male,10
2023-08-28,2023-08-28,Elevate Health,Female,6
2023-08-28,2023-08-28,Elevate Health,Male,19
2023-08-28,2023-08-28,Greater Columbia ACH,Female,6
2023-08-28,2023-08-28,Greater Columbia ACH,Male,6
2023-08-28,2023-08-28,HealthierHere,Female,29
2023-08-28,2023-08-28,HealthierHere,Male,37
2023-08-28,2023-08-28,North Central ACH,Female,4
2023-08-28,2023-08-28,North Central ACH,Male,8
2023-08-28,2023-08-28,North Sound ACH,Female,12
2023-08-28,2023-08-28,North Sound ACH,Male,22
2023-08-28,2023-08-28,Olympic Community of Health,Female,5
2023-08-28,2023-08-28,Olympic Community of Health,Male,3
2023-08-28,2023-08-28,SWACH,Female,6
2023-08-28,2023-08-28,SWACH,Male,6
2023-09-04,2023-06-26,Better Health Together,Female,109
2023-09-04,2023-06-26,Better Health Together,Male,113
2023-09-04,2023-06-26,Cascade Pacific Action Alliance,Female,122
2023-09-04,2023-06-26,Cascade Pacific Action Alliance,Male,127
2023-09-04,2023-06-26,Elevate Health,Female,160
2023-09-04,2023-06-26,Elevate Health,Male,167
2023-09-04,2023-06-26,Greater Columbia ACH,Female,142
2023-09-04,2023-06-26,Greater Columbia ACH,Male,134
2023-09-04,2023-06-26,HealthierHere,Female,415
2023-09-04,2023-06-26,HealthierHere,Male,390
2023-09-04,2023-06-26,North Central ACH,Female,47
2023-09-04,2023-06-26,North Central ACH,Male,48
2023-09-04,2023-06-26,North Sound ACH,Female,248
2023-09-04,2023-06-26,North Sound ACH,Male,250
2023-09-04,2023-06-26,Olympic Community of Health,Female,67
2023-09-04,2023-06-26,Olympic Community of Health,Male,64
2023-09-04,2023-06-26,SWACH,Female,98
2023-09-04,2023-06-26,SWACH,Male,96
2023-09-04,2023-07-03,Better Health Together,Female,132
2023-09-04,2023-07-03,Better Health Together,Male,109
2023-09-04,2023-07-03,Cascade Pacific Action Alliance,Female,121
2023-09-04,2023-07-03,Cascade Pacific Action Alliance,Male,109
2023-09-04,2023-07-03,Elevate Health,Female,163
2023-09-04,2023-07-03,Elevate Health,Male,143
2023-09-04,2023-07-03,Greater Columbia ACH,Female,138
2023-09-04,2023-07-03,Greater Columbia ACH,Male,147
2023-09-04,2023-07-03,HealthierHere,Female,378
2023-09-04,2023-07-03,HealthierHere,Male,388
2023-09-04,2023-07-03,North Central ACH,Female,46
2023-09-04,2023-07-03,North Central ACH,Male,55
2023-09-04,2023-07-03,North Sound ACH,Female,241
2023-09-04,2023-07-03,North Sound ACH,Male,210
2023-09-04,2023-07-03,Olympic Community of Health,Female,63
2023-09-04,2023-07-03,Olympic Community of Health,Male,71
2023-09-04,2023-07-03,SWACH,Female,108
2023-09-04,2023-07-03,SWACH,Male,92
2023-09-04,2023-07-10,Better Health Together,Female,124
2023-09-04,2023-07-10,Better Health Together,Male,103
2023-09-04,2023-07-10,Cascade Pacific Action Alliance,Female,106
2023-09-04,2023-07-10,Cascade Pacific Action Alliance,Male,121
2023-09-04,2023-07-10,Elevate Health,Female,162
2023-09-04,2023-07-10,Elevate Health,Male,169
2023-09-04,2023-07-10,Greater Columbia ACH,Female,144
2023-09-04,2023-07-10,Greater Columbia ACH,Male,144
2023-09-04,2023-07-10,HealthierHere,Female,395
2023-09-04,2023-07-10,HealthierHere,Male,378
2023-09-04,2023-07-10,North Central ACH,Female,49
2023-09-04,2023-07-10,North Central ACH,Male,52
2023-09-04,2023-07-10,North Sound ACH,Female,226
2023-09-04,2023-07-10,North Sound ACH,Male,237
2023-09-04,2023-07-10,Olympic Community of Health,Female,69
2023-09-04,2023-07-10,Olympic Community of Health,Male,68
2023-09-04,2023-07-10,SWACH,Female,96
2023-09-04,2023-07-10,SWACH,Male,94
2023-09-04,2023-07-17,Better Health Together,Female,99
2023-09-04,2023-07-17,Better Health Together,Male,102
2023-09-04,2023-07-17,Cascade Pacific Action Alliance,Female,117
2023-09-04,2023-07-17,Cascade Pacific Action Alliance,Male,117
2023-09-04,2023-07-17,Elevate Health,Female,166
2023-09-04,2023-07-17,Elevate Health,Male,146
2023-09-04,2023-07-17,Greater Columbia ACH,Female,128
2023-09-04,2023-07-17,Greater Columbia ACH,Male,115
2023-09-04,2023-07-17,HealthierHere,Female,399
2023-09-04,2023-07-17,HealthierHere,Male,401
2023-09-04,2023-07-17,North Central ACH,Female,43
2023-09-04,2023-07-17,North Central ACH,Male,45
2023-09-04,2023-07-17,North Sound ACH,Female,207
2023-09-04,2023-07-17,North Sound ACH,Male,222
2023-09-04,2023-07-17,Olympic Community of Health,Female,71
2023-09-04,2023-07-17,Olympic Community of Health,Male,66
2023-09-04,2023-07-17,SWACH,Female,108
2023-09-04,2023-07-17,SWACH,Male,98
2023-09-04,2023-07-24,Better Health Together,Female,121
2023-09-04,2023-07-24,Better Health Together,Male,111
2023-09-04,2023-07-24,Cascade Pacific Action Alliance,Female,115
2023-09-04,2023-07-24,Cascade Pacific Action Alliance,Male,107
2023-09-04,2023-07-24,Elevate Health,Female,164
2023-09-04,2023-07-24,Elevate Health,Male,160
2023-09-04,2023-07-24,Greater Columbia ACH,Female,125
2023-09-04,2023-07-24,Greater Columbia ACH,Male,114
2023-09-04,2023-07-24,HealthierHere,Female,367
2023-09-04,2023-07-24,HealthierHere,Male,426
2023-09-04,2023-07-24,North Central ACH,Female,48
2023-09-04,2023-07-24,North Central ACH,Male,48
2023-09-04,2023-07-24,North Sound ACH,Female,230
2023-09-04,2023-07-24,North Sound ACH,Male,222
2023-09-04,2023-07-24,Olympic Community of Health,Female,66
2023-09-04,2023-07-24,Olympic Community of Health,Male,59
2023-09-04,2023-07-24,SWACH,Female,94
2023-09-04,2023-07-24,SWACH,Male,104
2023-09-04,2023-07-31,Better Health Together,Female,99
2023-09-04,2023-07-31,Better Health Together,Male,104
2023-09-04,2023-07-31,Cascade Pacific Action Alliance,Female,111
2023-09-04,2023-07-31,Cascade Pacific Action Alliance,Male,91
2023-09-04,2023-07-31,Elevate Health,Female,162
2023-09-04,2023-07-31,Elevate Health,Male,144
2023-09-04,2023-07-31,Greater Columbia ACH,Female,137
2023-09-04,2023-07-31,Greater Columbia ACH,Male,107
2023-09-04,2023-07-31,HealthierHere,Female,370
2023-09-04,2023-07-31,HealthierHere,Male,356
2023-09-04,2023-07-31,North Central ACH,Female,45
2023-09-04,2023-07-31,North Central ACH,Male,41
2023-09-04,2023-07-31,North Sound ACH,Female,211
2023-09-04,2023-07-31,North Sound ACH,Male,221
2023-09-04,2023-07-31,Olympic Community of Health,Female,71
2023-09-04,2023-07-31,Olympic Community of Health,Male,63
2023-09-04,2023-07-31,SWACH,Female,104
2023-09-04,2023-07-31,SWACH,Male,91
2023-09-04,2023-08-07,Better Health Together,Female,99
2023-09-04,2023-08-07,Better Health Together,Male,93
2023-09-04,2023-08-07,Cascade Pacific Action Alliance,Female,104
2023-09-04,2023-08-07,Cascade Pacific Action Alliance,Male,95
2023-09-04,2023-08-07,Elevate Health,Female,130
2023-09-04,2023-08-07,Elevate Health,Male,140
2023-09-04,2023-08-07,Greater Columbia ACH,Female,127
2023-09-04,2023-08-07,Greater Columbia ACH,Male,104
2023-09-04,2023-08-07,HealthierHere,Female,380
2023-09-04,2023-08-07,HealthierHere,Male,319
2023-09-04,2023-08-07,North Central ACH,Female,42
2023-09-04,2023-08-07,North Central ACH,Male,36
2023-09-04,2023-08-07,North Sound ACH,Female,212
2023-09-04,2023-08-07,North Sound ACH,Male,179
2023-09-04,2023-08-07,Olympic Community of Health,Female,59
2023-09-04,2023-08-07,Olympic Community of Health,Male,60
2023-09-04,2023-08-07,SWACH,Female,90
2023-09-04,2023-08-07,SWACH,Male,69
2023-09-04,2023-08-14,Better Health Together,Female,74
2023-09-04,2023-08-14,Better Health Together,Male,83
2023-09-04,2023-08-14,Cascade Pacific Action Alliance,Female,76
2023-09-04,2023-08-14,Cascade Pacific Action Alliance,Male,84
2023-09-04,2023-08-14,Elevate Health,Female,111
2023-09-04,2023-08-14,Elevate Health,Male,109
2023-09-04,2023-08-14,Greater Columbia ACH,Female,100
2023-09-04,2023-08-14,Greater Columbia ACH,Male,88
2023-09-04,2023-08-14,HealthierHere,Female,292
2023-09-04,2023-08-14,HealthierHere,Male,318
2023-09-04,2023-08-14,North Central ACH,Female,28
2023-09-04,2023-08-14,North Central ACH,Male,32
2023-09-04,2023-08-14,North Sound ACH,Female,157
2023-09-04,2023-08-14,North Sound ACH,Male,134
2023-09-04,2023-08-14,Olympic Community of Health,Female,57
2023-09-04,2023-08-14,Olympic Community of Health,Male,49
2023-09-04,2023-08-14,SWACH,Female,76
2023-09-04,2023-08-14,SWACH,Male,84
2023-09-04,2023-08-21,Better Health Together,Female,53
2023-09-04,2023-08-21,Better Health Together,Male,52
2023-09-04,2023-08-21,Cascade Pacific Action Alliance,Female,48
2023-09-04,2023-08-21,Cascade Pacific Action Alliance,Male,57
2023-09-04,2023-08-21,Elevate Health,Female,80
2023-09-04,2023-08-21,Elevate Health,Male,83
2023-09-04,2023-08-21,Greater Columbia ACH,Female,73
2023-09-04,2023-08-21,Greater Columbia ACH,Male,62
2023-09-04,2023-08-21,HealthierHere,Female,218
2023-09-04,2023-08-21,HealthierHere,Male,219
2023-09-04,2023-08-21,North Central ACH,Female,23
2023-09-04,2023-08-21,North Central ACH,Male,27
2023-09-04,2023-08-21,North Sound ACH,Female,122
2023-09-04,2023-08-21,North Sound ACH,Male,101
2023-09-04,2023-08-21,Olympic Community of Health,Female,30
2023-09-04,2023-08-21,Olympic Community of Health,Male,35
2023-09-04,2023-08-21,SWACH,Female,43
2023-09-04,2023-08-21,SWACH,Male,48
2023-09-04,2023-08-28,Better Health Together,Female,22
2023-09-04,2023-08-28,Better Health Together,Male,24
2023-09-04,2023-08-28,Cascade Pacific Action Alliance,Female,30
2023-09-04,2023-08-28,Cascade Pacific Action Alliance,Male,31
2023-09-04,2023-08-28,Elevate Health,Female,37
2023-09-04,2023-08-28,Elevate Health,Male,50
2023-09-04,2023-08-28,Greater Columbia ACH,Female,33
2023-09-04,2023-08-28,Greater Columbia ACH,Male,36
2023-09-04,2023-08-28,HealthierHere,Female,107
2023-09-04,2023-08-28,HealthierHere,Male,118
2023-09-04,2023-08-28,North Central ACH,Female,10
2023-09-04,2023-08-28,North Central ACH,Male,20
2023-09-04,2023-08-28,North Sound ACH,Female,51
2023-09-04,2023-08-28,North Sound ACH,Male,59
2023-09-04,2023-08-28,Olympic Community of Health,Female,21
2023-09-04,2023-08-28,Olympic Community of Health,Male,14
2023-09-04,2023-08-28,SWACH,Female,26
2023-09-04,2023-08-28,SWACH,Male,15
2023-09-04,2023-09-04,Better Health Together,Female,10
2023-09-04,2023-09-04,Better Health Together,Male,5
2023-09-04,2023-09-04,Cascade Pacific Action Alliance,Female,13
